Link,Rating(0-10),Price,Elemantary,Middle,CA Code,Parks,Comment
http://sfbay.craigslist.org/sby/apa/5713334253.html,4,2200,Daves Avenue -9 (72),Raymond J. Fisher - 10 (71),95030,0.4m 8min,"Good schools, but the house is awful"
